id,target
0,0.6632580994960235
1,0.39736204373995715
2,0.376479750057368
3,0.4778611651555401
4,0.2903335004887335
5,0.18321333515742394
6,0.45731812730355137
7,0.05776089823715896
8,0.5207260797437973
9,0.41503555964543215
10,0.5478819064636602
11,0.6164882376798305
12,0.4297504589455814
13,0.5122256391852162
14,0.4288132145415972
15,0.5208097602739392
16,0.02971337386107801
17,0.7092881694037672
18,0.5447846195257098
19,0.2420541763032714
20,0.32051648938738275
21,0.5428087797591347
22,0.49991661757095235
23,0.7973060658761819
24,0.7652181165687136
25,0.375013052034646
26,0.46441165170574067
27,0.6141221927495338
28,0.6489440542790353
29,0.5158143063437298
30,0.5148463146014695
31,0.6466116414818892
32,0.3840861755465022
33,0.42887092734782856
34,0.35571090408877865
35,0.42851354922655727
36,0.02073039645370752
37,0.7769426613926839
38,0.42113123756178056
39,0.3386738417400212
40,0.37168721301034946
41,0.1744729049630716
42,0.6454264585086004
43,0.6315280833342634
44,0.8114863672648832
45,0.7373568554940605
46,0.7252735103184942
47,0.41857674076761314
48,0.28647809574715455
49,0.46427379624911597
50,0.4555722115954289
51,0.0832712008456977
52,0.5930101558084617
53,0.452651900539888
54,0.5290361208530766
55,0.7561907628623522
56,0.8098196699811963
57,0.7108210016336353
58,0.2168519679815491
59,0.17962149108084588
60,0.5753463891369047
61,0.6276806802431157
62,0.3197405151678061
63,0.8301289766818521
64,0.40037727247306915
65,0.3197506707831333
66,0.14007136247704619
67,0.6594816763561502
68,0.5134239774624914
69,0.6801488187738541
70,0.35372026356352637
71,0.6934242734585391
72,0.6613622989761319
73,0.39231599551031426
74,0.7810134695720566
75,0.5738288568545327
76,0.421887192914014
77,0.524378378407007
78,0.3142829254278068
79,0.15042997987913115
80,0.6556025969510934
81,0.038085393537111885
82,0.5691800915784869
83,0.2701930083769909
84,0.15197948943690945
85,0.5414367746388413
86,0.7242122449651552
87,0.783947372031317
88,0.7327579507203764
89,0.5055185242015892
90,0.6501008153684604
91,0.6751224598588547
92,0.7709844630930887
93,0.3171179419871017
94,0.031631663065316076
95,0.5545052294651626
96,0.4423651570576049
97,0.22476105606870755
98,0.09062439444984335
99,0.33113302708216186
100,0.8215297974360378
101,0.6111763869190675
102,0.23480988161808206
103,0.34823727640655056
104,0.2614726515104404
105,0.30484001259224136
106,0.5880515941666343
107,0.0705121636427036
108,0.8580247096111306
109,0.527282859880511
110,0.49554791807563014
111,0.5832900574079887
112,0.5552554718227192
113,0.5787469053744994
114,0.41827268509262
115,0.6600522431320937
116,0.5808262688589291
117,0.4392687742807856
118,0.1700280161581983
119,0.6862095653696857
120,0.427618471008082
121,0.3720044154016838
122,0.5003258162349874
123,0.23458137330880294
124,0.6595214585408894
125,0.6697914123517287
126,0.48258133441933254
127,0.7822225534149997
128,0.5145826477873405
