id,target
0,0.6603643086634252
1,0.3929676321393481
2,0.4067743955261878
3,0.489910179846148
4,0.2667665855475642
5,0.2012898198414645
6,0.45495126954034953
7,0.05903045881733462
8,0.521240841162396
9,0.39501773410679414
10,0.5488560578139116
11,0.6173422241329605
12,0.4365207239452801
13,0.505961035438304
14,0.41832085771018507
15,0.5350691278878451
16,0.030645803629267353
17,0.715417271368631
18,0.5408814435577174
19,0.2506136685858052
20,0.31270569028598105
21,0.5380024079155113
22,0.4874598790469919
23,0.7971481595991016
24,0.7679433771459264
25,0.3742869949159027
26,0.467134435331119
27,0.6257283310516424
28,0.6641129015580598
29,0.5085340023911011
30,0.5135735682352992
31,0.641991765014467
32,0.3739634413349845
33,0.4362204268990727
34,0.35476083442798956
35,0.43093544539632306
36,0.022158139139424785
37,0.7724897657295519
38,0.4227773727510892
39,0.3227456399422962
40,0.3690980363295717
41,0.17573545757840123
42,0.634286032862369
43,0.6204826889980515
44,0.8051389552199326
45,0.7365411766210375
46,0.7181981445195579
47,0.4351408221299281
48,0.2467963993272704
49,0.462868058558387
50,0.46291389602114963
51,0.08485588282698102
52,0.5913407460023432
53,0.4467862117636533
54,0.530363456045894
55,0.7533616703315282
56,0.8015386585562414
57,0.7051710337671745
58,0.21916329289053435
59,0.1773257913649359
60,0.5545132758103827
61,0.6263418656335801
62,0.33673462813414967
63,0.8304153149816309
64,0.396639640423165
65,0.32318968552788857
66,0.1306363031510364
67,0.6560008709979029
68,0.49669605162092284
69,0.6752731134108323
70,0.35985192740886374
71,0.706854849270875
72,0.6520710146127352
73,0.4000269147866745
74,0.7584310177802678
75,0.5550765860989034
76,0.43619700480078355
77,0.532787725066851
78,0.30167581921919806
79,0.1536380053508532
80,0.6596017624120503
81,0.03789431683732186
82,0.5693551622895394
83,0.26153603202304004
84,0.1599559347283046
85,0.5466627795422423
86,0.7134959034131128
87,0.7742208339560742
88,0.7300024703732328
89,0.521638517504775
90,0.6511090622650392
91,0.6698482886287581
92,0.7698685293332996
93,0.3290478714099193
94,0.030828259017542145
95,0.5440107866023344
96,0.42421548095961403
97,0.23217624491939604
98,0.0935861305872585
99,0.34254256885529993
100,0.8212901385202632
101,0.6152935027869113
102,0.23379047112901505
103,0.3555528081769751
104,0.26903519949270344
105,0.3147091038444572
106,0.5923913061070788
107,0.07301812078119804
108,0.8496793417037227
109,0.5168570636951363
110,0.49174947378437334
111,0.5739098322967895
112,0.5387332592479631
113,0.565896148037235
114,0.42480177787707163
